,FIRM GROWTH,ANNUAL SALES,INITIAL SALES,CREDIT ACCESS,_2015_a6b,,,,,,,,,,,,,,,,,,,,
,0%,850000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,38%,675000000,510000000,,,,,,,,,,,,,,,,,,,,,,
,13%,624000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,85000000,90000000,,,,,,,,,,,,,,,,,,,,,,
,10%,250000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,-2%,850000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,17%,900000000,950000000,,,,,,,,,,,,,,,,,,,,,,
,1%,450000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,400%,350000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,-67%,200000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,15%,550000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,1%,300000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,-30%,450000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,9%,600000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,0%,550000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,18%,650000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,50%,200000000,220000000,,,,,,,,,,,,,,,,,,,,,,
,700%,100000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,3%,500000000,35000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,170000000,155000000,,,,,,,,,,,,,,,,,,,,,,
,-79%,150000000,130000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,90000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,0%,350000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,5%,450000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,0%,250000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,0%,400000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,28%,4000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,450000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,700000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,12%,800000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,250000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,900%,135000000,140000000,,,,,,,,,,,,,,,,,,,,,,
,0%,550000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,11%,600000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,959%,350000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,400000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,8%,500000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,0%,800000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,800000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,75000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,6%,500000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,1999900%,15000000,5000000,,,,,,,,,,,,,,,,,,,,,,
,0%,16000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,14%,2100000000,2100000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2100000000,1850000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1800000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,5000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2400000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3.5E+11,3.3E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,1200000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,3%,1280000000,228000000,,,,,,,,,,,,,,,,,,,,,,
,0%,500000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,480000000,144000000,,,,,,,,,,,,,,,,,,,,,,
,20%,200000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,25%,1500000000,45000000,,,,,,,,,,,,,,,,,,,,,,
,33%,200000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,540000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,40%,750000000,2250000000,,,,,,,,,,,,,,,,,,,,,,
,33%,300000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,21%,250000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,25%,750000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,33%,300000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,67%,500000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,210000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,6567%,500000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,-22%,650000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,-94%,450000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,450000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,25%,400000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,4000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,500000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,66567%,850000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,350000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,200%,400000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,800000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,119900%,600000000,550000000,,,,,,,,,,,,,,,,,,,,,,
,50%,300000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,50%,900000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,800000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,350000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,300000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,3025%,500000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,1150%,400000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,25000000,20000000,,,,,,,,,,,,,,,,,,,,,,
,5%,200000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-3%,30000000,23000000,,,,,,,,,,,,,,,,,,,,,,
,2%,225000000,185000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,780000000,550000000,,,,,,,,,,,,,,,,,,,,,,
,641%,120000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,25%,70000000,45000000,,,,,,,,,,,,,,,,,,,,,,
,5%,55000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,-1%,15000000,10000000,,,,,,,,,,,,,,,,,,,,,,
,-90%,100000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,0%,150000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,125000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,10%,100000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,400000000,170000000,,,,,,,,,,,,,,,,,,,,,,
,0%,50000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,260%,50000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,1%,45000000,38000000,,,,,,,,,,,,,,,,,,,,,,
,25%,50000000,35000000,,,,,,,,,,,,,,,,,,,,,,
,-90%,40000000,30000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,50000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,17400%,40000000,33000000,,,,,,,,,,,,,,,,,,,,,,
,0%,35000000,25000000,,,,,,,,,,,,,,,,,,,,,,
,114%,300000000,220000000,,,,,,,,,,,,,,,,,,,,,,
,33%,350000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,11%,200000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,124999900%,13400000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,-23%,4000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,13%,3000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,11%,10000000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,80000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,0%,20000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,-97%,15000000000,17000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,1E+12,1000000,,,,,,,,,,,,,,,,,,,,,,
,-37%,6000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,11%,15000000000,15000000,,,,,,,,,,,,,,,,,,,,,,
,18%,10000000000,11000000000,,,,,,,,,,,,,,,,,,,,,,
,50%,8000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,1%,75000000000,80000000000,,,,,,,,,,,,,,,,,,,,,,
,27%,5000000000,9000000000,,,,,,,,,,,,,,,,,,,,,,
,13%,2000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,1%,10000000000,3000000,,,,,,,,,,,,,,,,,,,,,,
,20%,3000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,-23%,2000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,13%,1500000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,24800000000,19300000000,,,,,,,,,,,,,,,,,,,,,,
,75%,5.4E+12,4950000000,,,,,,,,,,,,,,,,,,,,,,
,12%,6784000000,7932000000,,,,,,,,,,,,,,,,,,,,,,
,11%,4351000000,3982000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,2864000000,3108000000,,,,,,,,,,,,,,,,,,,,,,
,50%,2183000000,2457000000,,,,,,,,,,,,,,,,,,,,,,
,21%,1800000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,700%,2468000000,2271000000,,,,,,,,,,,,,,,,,,,,,,
,17%,15000000000,18000000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,2226000000,2189000000,,,,,,,,,,,,,,,,,,,,,,
,5%,4599000000,4237000000,,,,,,,,,,,,,,,,,,,,,,
,-31%,1.7E+11,1.9E+11,,,,,,,,,,,,,,,,,,,,,,
,10%,16000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,8248673000,7896539000,,,,,,,,,,,,,,,,,,,,,,
,25%,3.5E+11,3.35E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,2481000000,2168000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,4.6E+12,4E+12,,,,,,,,,,,,,,,,,,,,,,
,7%,1682000000,1262000000,,,,,,,,,,,,,,,,,,,,,,
,912%,3486000000,3293000000,,,,,,,,,,,,,,,,,,,,,,
,20%,2954000000,2736000000,,,,,,,,,,,,,,,,,,,,,,
,1150%,986000000,1128000000,,,,,,,,,,,,,,,,,,,,,,
,-19%,3128000000,2971000000,,,,,,,,,,,,,,,,,,,,,,
,88693199%,1200000000,1450000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2500000000,19000000000,,,,,,,,,,,,,,,,,,,,,,
,20%,3000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,6%,1000000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,3%,16500000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,3%,950000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,-12%,2400000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,2300000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,83870%,12000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,1100%,5000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,4480000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,40%,1800000000,230000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1500000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,-24%,700000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,-21%,18000000000,36000000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,8.5E+11,8E+11,,,,,,,,,,,,,,,,,,,,,,
,20%,6E+11,5E+11,,,,,,,,,,,,,,,,,,,,,,
,36%,7500000000,5400000000,,,,,,,,,,,,,,,,,,,,,,
,17%,1200000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-2%,1200000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,5000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,70000000000,6E+11,,,,,,,,,,,,,,,,,,,,,,
,-6%,1.584E+12,1.578E+12,,,,,,,,,,,,,,,,,,,,,,
,-60%,10211000000,10200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,7.5E+11,8.25E+11,,,,,,,,,,,,,,,,,,,,,,
,-17%,4.5E+11,5E+11,,,,,,,,,,,,,,,,,,,,,,
,50%,1.75E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,-100%,95000000000,65000000000,,,,,,,,,,,,,,,,,,,,,,
,-30%,1.2E+11,84000000000,,,,,,,,,,,,,,,,,,,,,,
,-21%,4000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,300000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,733%,6500000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,14%,5.5E+13,7E+13,,,,,,,,,,,,,,,,,,,,,,
,5%,35000000000,35000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,750000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,8%,40000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,29%,2000000000,1600000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,1E+12,700000000,,,,,,,,,,,,,,,,,,,,,,
,973%,19830000000,15865000000,,,,,,,,,,,,,,,,,,,,,,
,39%,700000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,43%,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,71%,4000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,40%,300000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,33%,400000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,0%,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,40%,18000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,-26%,16250000000,15500000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,1600000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,13%,6.01802E+12,6.01802E+12,,,,,,,,,,,,,,,,,,,,,,
,-23%,5000000000,4700000000,,,,,,,,,,,,,,,,,,,,,,
,115851%,5000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,971%,5.01173E+12,5.01151E+12,,,,,,,,,,,,,,,,,,,,,,
,1124%,7600000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,1090%,8750000000,9250000000,,,,,,,,,,,,,,,,,,,,,,
,8471%,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,1456%,6.27435E+12,6.27428E+12,,,,,,,,,,,,,,,,,,,,,,
,10161%,10200000000,8700000000,,,,,,,,,,,,,,,,,,,,,,
,1119%,1200000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,1061%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,50%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,15%,5100000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,991%,570000000,550000000,,,,,,,,,,,,,,,,,,,,,,
,1150%,9000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,900%,20000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,4%,2400000000,2200000000,,,,,,,,,,,,,,,,,,,,,,
,11%,950000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,963%,350000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,9900%,2000000000,2300000000,,,,,,,,,,,,,,,,,,,,,,
,10940%,5000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,20%,12000000000,18000000000,,,,,,,,,,,,,,,,,,,,,,
,17%,15000000000,125000000,,,,,,,,,,,,,,,,,,,,,,
,962%,500000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-32%,50000000000,45000000000,,,,,,,,,,,,,,,,,,,,,,
,-49%,3000000000,2800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,40000000000,80000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,50000000000,60000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,2200000000,2150000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1100000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,10%,2E+11,1.7E+11,,,,,,,,,,,,,,,,,,,,,,
,-17%,3E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,75000000000,1.1E+11,,,,,,,,,,,,,,,,,,,,,,
,-20%,3E+12,2E+12,,,,,,,,,,,,,,,,,,,,,,
,-12%,16780000000,16000000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,650000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,4%,432000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,0%,4000000000,4500000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,600000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,36%,3500000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,750000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,5400000000,3600000000,,,,,,,,,,,,,,,,,,,,,,
,60%,44400000000,4100000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,900000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,3%,1400000000,1180000000,,,,,,,,,,,,,,,,,,,,,,
,0%,120000000,90000000,,,,,,,,,,,,,,,,,,,,,,
,1%,540000000,216000000,,,,,,,,,,,,,,,,,,,,,,
,-1%,183600000,360000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,1020000000,1020000000,,,,,,,,,,,,,,,,,,,,,,
,13%,16400000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,1450000000,1380000000,,,,,,,,,,,,,,,,,,,,,,
,25%,1000000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,-99%,1500000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,396000000,396000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,1000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,1600000000,1650000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1600000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1200000000,2E+11,,,,,,,,,,,,,,,,,,,,,,
,-9%,500000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,320000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,2.39127E+13,2.39126E+13,,,,,,,,,,,,,,,,,,,,,,
,0%,1440000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,720000000,690000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,2160000000,324000000,,,,,,,,,,,,,,,,,,,,,,
,0%,288000000,288000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,780000000,6.9E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,3840000000,2700000000,,,,,,,,,,,,,,,,,,,,,,
,14%,960000000,264000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1800000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1200000000,620000000,,,,,,,,,,,,,,,,,,,,,,
,20%,900000000,550000000,,,,,,,,,,,,,,,,,,,,,,
,7%,4200000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,2083233%,54000000000,485000000,,,,,,,,,,,,,,,,,,,,,,
,50%,1460000000,970000000,,,,,,,,,,,,,,,,,,,,,,
,233%,700000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,-28%,1300000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,1775%,5760000000,430000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,0%,300000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,8%,2880000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,959%,1000000000,864000,,,,,,,,,,,,,,,,,,,,,,
,-8%,5.07302E+12,4.81743E+12,,,,,,,,,,,,,,,,,,,,,,
,0%,4000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,15%,700000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,0%,700000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,765000000,280000000,,,,,,,,,,,,,,,,,,,,,,
,260%,700000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,900000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,4%,1250000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,-100%,800000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,99900%,2944000000,3169000000,,,,,,,,,,,,,,,,,,,,,,
,15%,4800000000,560000000,,,,,,,,,,,,,,,,,,,,,,
,25%,12000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,-67%,9000000000,9000000000,,,,,,,,,,,,,,,,,,,,,,
,9%,10380000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,49900%,750000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,6600000000,660000000,,,,,,,,,,,,,,,,,,,,,,
,1%,750000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,1000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,10400%,10500000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,1%,12000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,12%,15000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,25000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,9900%,6000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,3%,2500000000,2600000000,,,,,,,,,,,,,,,,,,,,,,
,25%,550000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,900%,1200000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,8%,700000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,750000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,7%,850000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,23%,350000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,0%,800000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,900%,800000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,900%,300000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,0%,17000000000,17000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1900000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,4%,750000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,29%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,42%,3500000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,20%,500000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,87%,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-80%,2500000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,,450000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,3500000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,400000000,290000000,,,,,,,,,,,,,,,,,,,,,,
,,900000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,250000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,,220000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,,450000000,460000000,,,,,,,,,,,,,,,,,,,,,,
,,35000000000,30000000000,,,,,,,,,,,,,,,,,,,,,,
,,3.72413E+12,3.68381E+12,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,13800000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,,1440000000,1420000000,,,,,,,,,,,,,,,,,,,,,,
,,3.92107E+12,5.63283E+12,,,,,,,,,,,,,,,,,,,,,,
,,70000000000,64000000000,,,,,,,,,,,,,,,,,,,,,,
,,5.12207E+12,5.12205E+12,,,,,,,,,,,,,,,,,,,,,,
,,26000000000,22000000000,,,,,,,,,,,,,,,,,,,,,,
,,6000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,8000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,80000000000,78000000000,,,,,,,,,,,,,,,,,,,,,,
,,480000000,680000000,,,,,,,,,,,,,,,,,,,,,,
,,840000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,30000000000,40000000000,,,,,,,,,,,,,,,,,,,,,,
,,3.81104E+12,3.81263E+12,,,,,,,,,,,,,,,,,,,,,,
,,42000000000,40000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.17227E+13,1.17223E+13,,,,,,,,,,,,,,,,,,,,,,
,,2.1726E+13,2.1726E+13,,,,,,,,,,,,,,,,,,,,,,
,,4600000000,3600000000,,,,,,,,,,,,,,,,,,,,,,
,,1.0004E+13,1.0004E+13,,,,,,,,,,,,,,,,,,,,,,
,,800000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,,56000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,,1700000000,1700000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,,800000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,500000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,,7200000000,680000000,,,,,,,,,,,,,,,,,,,,,,
,,500000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,,780000000,720000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,,1100000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,,800000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,,850000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,500000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,1100000000,1100000000,,,,,,,,,,,,,,,,,,,,,,
,,950000000,950000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,2200000000,2200000000,,,,,,,,,,,,,,,,,,,,,,
,,750000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,,3200000000,3100000000,,,,,,,,,,,,,,,,,,,,,,
,,1600000000,1600000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,2200000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,60000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,,550000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,350000000,280000000,,,,,,,,,,,,,,,,,,,,,,
,,700000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,1200000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,400000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
